"ticketId";"subject";"stav";"fronta";"admin";"link";"CID";"SID";"datumCas";"je_comment";"je_correspond";"je_set";"je_create";"je_status";"odpracovanoHodin"
809757;Windows server update managed GCP - PRG2/PRG3/BER/MUC/FRA/VIE/BUD;open;windows;ulman;https://rt.i.masterinter.net/Ticket/Display.html?id=809757;"6128";;2026-06-02 22:14:16.000;0;1;0;0;0;0.0000
809757;Windows server update managed GCP - PRG2/PRG3/BER/MUC/FRA/VIE/BUD;open;windows;ulman;https://rt.i.masterinter.net/Ticket/Display.html?id=809757;"7988";;2026-06-02 22:14:32.000;0;0;1;0;0;1.0000
809757;Windows server update managed GCP - PRG2/PRG3/BER/MUC/FRA/VIE/BUD;open;windows;ulman;https://rt.i.masterinter.net/Ticket/Display.html?id=809757;"6128";;2026-06-02 22:14:32.000;0;0;1;0;0;1.0000
811490;[UCZ] Upgrade Ingress + obnova certifikatu - acc1;open;support;hrncir;https://rt.i.masterinter.net/Ticket/Display.html?id=811490;"5066";"80870";2026-06-02 22:16:12.000;0;1;0;0;0;0.0000
809757;Windows server update managed GCP - PRG2/PRG3/BER/MUC/FRA/VIE/BUD;open;windows;ulman;https://rt.i.masterinter.net/Ticket/Display.html?id=809757;"7988";;2026-06-02 22:20:34.000;1;0;0;0;0;0.0000
809757;Windows server update managed GCP - PRG2/PRG3/BER/MUC/FRA/VIE/BUD;open;windows;ulman;https://rt.i.masterinter.net/Ticket/Display.html?id=809757;"6128";;2026-06-02 22:20:34.000;1;0;0;0;0;0.0000
811744;Golemos - V˝padok sluûieb;open;support;uhlik;https://rt.i.masterinter.net/Ticket/Display.html?id=811744;"7247";;2026-06-02 22:25:50.000;0;1;0;0;0;0.0000
811744;Golemos - V˝padok sluûieb;open;support;uhlik;https://rt.i.masterinter.net/Ticket/Display.html?id=811744;"7247";;2026-06-02 22:53:12.000;0;1;0;0;0;0.0000
811490;[UCZ] Upgrade Ingress + obnova certifikatu - acc1;open;support;hrncir;https://rt.i.masterinter.net/Ticket/Display.html?id=811490;"5066";"80870";2026-06-02 23:07:13.000;0;1;0;0;0;1.0000
809673;Update managed Windows d9732, d9708, d9750;open;windows;uhlik;https://rt.i.masterinter.net/Ticket/Display.html?id=809673;"7101";;2026-06-02 23:25:39.000;1;0;0;0;0;0.5000
809673;Update managed Windows d9732, d9708, d9750;open;windows;antonin.homola;https://rt.i.masterinter.net/Ticket/Display.html?id=809673;"7101";;2026-06-03 00:43:50.000;0;1;0;0;0;4.0000
743099;[tracking] Pravideln· kontrola kopia z·loh;open;support;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=743099;;;2026-06-03 05:07:51.000;1;0;0;0;0;0.0833
811729;[csirt-cz] [TLP:CLEAR] [Max CVSS 7.5] BIND 9 opravuje 6 zranitelnostÌ;resolved;csirt;maska;https://rt.i.masterinter.net/Ticket/Display.html?id=811729;;;2026-06-03 05:16:40.000;0;0;1;0;0;0.0000
811735;(admin.masterdc.com CID#4067) Automatick˝ deployment - projekt external;open;support;maska;https://rt.i.masterinter.net/Ticket/Display.html?id=811735;"4067";"81132";2026-06-03 05:19:32.000;0;0;1;0;0;0.0000
811735;(admin.masterdc.com CID#4067) Automatick˝ deployment - projekt external;open;support;maska;https://rt.i.masterinter.net/Ticket/Display.html?id=811735;"4067";"81132";2026-06-03 05:19:32.000;0;1;0;0;0;0.0000
811741;FINAL NOTICE: File deletion scheduled;resolved;spam;maska;https://rt.i.masterinter.net/Ticket/Display.html?id=811741;;;2026-06-03 05:20:40.000;0;0;1;0;0;0.0000
811484;"05-2026 Infra patching";resolved;support;schon;https://rt.i.masterinter.net/Ticket/Display.html?id=811484;;;2026-06-03 05:20:44.000;1;0;0;0;0;0.7500
811742;Error: Unable to upload file;resolved;spam;maska;https://rt.i.masterinter.net/Ticket/Display.html?id=811742;;;2026-06-03 05:21:03.000;0;0;1;0;0;0.0000
811751;[Warning] mfiles - Job mfiles - Wednesday, 03 June 2026 04:14:43;resolved;support;schon;https://rt.i.masterinter.net/Ticket/Display.html?id=811751;;;2026-06-03 05:21:13.000;0;0;1;0;0;0.0000
811751;[Warning] mfiles - Job mfiles - Wednesday, 03 June 2026 04:14:43;resolved;support;schon;https://rt.i.masterinter.net/Ticket/Display.html?id=811751;;;2026-06-03 05:21:33.000;1;0;0;0;0;0.0833
811748;[Warning] vm-SQL-APP - Job vm-SQL-APP - Wednesday, 03 June 2026 02:40:38;resolved;support;schon;https://rt.i.masterinter.net/Ticket/Display.html?id=811748;;;2026-06-03 05:22:16.000;0;0;1;0;0;0.0000
811748;[Warning] vm-SQL-APP - Job vm-SQL-APP - Wednesday, 03 June 2026 02:40:38;resolved;support;schon;https://rt.i.masterinter.net/Ticket/Display.html?id=811748;;;2026-06-03 05:22:35.000;1;0;0;0;0;0.0833
811749;Undelivered Mail Returned to Sender;resolved;noc;maska;https://rt.i.masterinter.net/Ticket/Display.html?id=811749;;;2026-06-03 05:26:24.000;0;0;1;0;0;0.0000
811756;(admin.masterdc.com CID#9134) LetsEncrypt SSL certifik·t;resolved;support;maska;https://rt.i.masterinter.net/Ticket/Display.html?id=811756;"9134";;2026-06-03 05:28:35.000;0;0;1;0;0;0.0000
811756;(admin.masterdc.com CID#9134) LetsEncrypt SSL certifik·t;resolved;support;maska;https://rt.i.masterinter.net/Ticket/Display.html?id=811756;"9134";;2026-06-03 05:28:35.000;0;1;0;0;0;0.0000
811752;Undelivered Mail Returned to Sender;resolved;noc;maska;https://rt.i.masterinter.net/Ticket/Display.html?id=811752;;;2026-06-03 05:28:52.000;0;0;1;0;0;0.0000
811754;Undelivered Mail Returned to Sender;resolved;spam;maska;https://rt.i.masterinter.net/Ticket/Display.html?id=811754;;;2026-06-03 05:29:15.000;0;0;1;0;0;0.0000
811763;Request for Quotation;resolved;spam;maska;https://rt.i.masterinter.net/Ticket/Display.html?id=811763;;;2026-06-03 05:30:19.000;0;0;1;0;0;0.0000
811746;"130% quota threshold exceeded by D5201\bcp-9333-d563-vm-SQL";resolved;support;maska;https://rt.i.masterinter.net/Ticket/Display.html?id=811746;"9333";"100007";2026-06-03 05:33:50.000;0;0;1;0;0;0.0000
811632;PROBLEM Service Alert:  cloud-1294.masterinter.net/check_haproxy is CRITICAL;resolved;support;maska;https://rt.i.masterinter.net/Ticket/Display.html?id=811632;"4381";"56710";2026-06-03 05:34:45.000;0;0;1;0;0;0.0000
811632;PROBLEM Service Alert:  cloud-1294.masterinter.net/check_haproxy is CRITICAL;resolved;support;maska;https://rt.i.masterinter.net/Ticket/Display.html?id=811632;"4381";"56710";2026-06-03 05:38:03.000;0;1;0;0;0;0.2500
811756;(admin.masterdc.com CID#9134) LetsEncrypt SSL certifik·t;resolved;support;schon;https://rt.i.masterinter.net/Ticket/Display.html?id=811756;"9134";;2026-06-03 05:38:55.000;0;1;0;0;0;0.2500
811779;PROBLEM Service Alert: d51-101.masterinter.net/check_isp_le_renewal is CRITICAL;new;support;maska;https://rt.i.masterinter.net/Ticket/Display.html?id=811779;"5641";;2026-06-03 05:40:29.000;0;0;1;0;0;0.0000
811744;Golemos - V˝padok sluûieb;open;support;maska;https://rt.i.masterinter.net/Ticket/Display.html?id=811744;"7247";;2026-06-03 05:44:06.000;0;0;1;0;0;0.0000
811746;"130% quota threshold exceeded by D5201\bcp-9333-d563-vm-SQL";resolved;support;schon;https://rt.i.masterinter.net/Ticket/Display.html?id=811746;"9333";"100007";2026-06-03 05:46:51.000;1;0;0;0;0;0.2500
809757;Windows server update managed GCP - PRG2/PRG3/BER/MUC/FRA/VIE/BUD;open;windows;ulman;https://rt.i.masterinter.net/Ticket/Display.html?id=809757;"7988";;2026-06-03 05:52:46.000;0;0;1;0;0;0.0000
809757;Windows server update managed GCP - PRG2/PRG3/BER/MUC/FRA/VIE/BUD;open;windows;ulman;https://rt.i.masterinter.net/Ticket/Display.html?id=809757;"6128";;2026-06-03 05:52:46.000;0;0;1;0;0;0.0000
811680;Instalace NFS sluûby;resolved;support;maska;https://rt.i.masterinter.net/Ticket/Display.html?id=811680;;;2026-06-03 05:57:28.000;1;0;0;0;0;0.0833
811781;(admin.masterdc.com CID#2621) Reklamace Faktury 261005729;open;support;maska;https://rt.i.masterinter.net/Ticket/Display.html?id=811781;"2621";"85699";2026-06-03 05:59:34.000;0;0;1;0;0;0.0000
811781;(admin.masterdc.com CID#2621) Reklamace Faktury 261005729;open;support;maska;https://rt.i.masterinter.net/Ticket/Display.html?id=811781;"2621";"85699";2026-06-03 06:04:12.000;0;1;0;0;0;0.2500
811282;Obj. ID: 10535 Z·kaznÌk: #4849 - »ern˝ Pavel (ATTEYA Group, s.r.o.);resolved;objednavky;maska;https://rt.i.masterinter.net/Ticket/Display.html?id=811282;"4849";;2026-06-03 06:11:29.000;0;1;0;0;0;0.2500
811646;Obj. ID: 10542 Z·kaznÌk: #3788 - Bartoö Jan (Smartdata, s.r.o.);open;objednavky;ulman;https://rt.i.masterinter.net/Ticket/Display.html?id=811646;"3788";;2026-06-03 06:16:27.000;0;1;0;0;0;0.2500
811782;FW: Kompetence Security byla nastavena;open;support;maska;https://rt.i.masterinter.net/Ticket/Display.html?id=811782;"9232";;2026-06-03 06:37:52.000;0;0;1;0;0;0.0000
811794;Whitelistovanie IP na emailovom serveri;resolved;support;maska;https://rt.i.masterinter.net/Ticket/Display.html?id=811794;"4039";"22767";2026-06-03 06:42:45.000;0;0;1;0;0;0.0000
811516;(admin.masterdc.com CID#7245) Anotace pro ignorov·nÌ log˘ filebeatem;resolved;support;belousov;https://rt.i.masterinter.net/Ticket/Display.html?id=811516;"7245";;2026-06-03 06:46:18.000;1;0;0;0;0;0.5000
811794;Whitelistovanie IP na emailovom serveri;resolved;support;maska;https://rt.i.masterinter.net/Ticket/Display.html?id=811794;"4039";"22767";2026-06-03 06:47:33.000;0;1;0;0;0;0.2500
811782;FW: Kompetence Security byla nastavena;open;support;maska;https://rt.i.masterinter.net/Ticket/Display.html?id=811782;"9232";;2026-06-03 06:49:03.000;0;1;0;0;0;0.1667
811780;(admin.masterdc.com CID#2621) Instalace NFS;resolved;support;maska;https://rt.i.masterinter.net/Ticket/Display.html?id=811780;"2621";"85699";2026-06-03 06:50:29.000;0;0;1;0;0;0.0000
811780;(admin.masterdc.com CID#2621) Instalace NFS;resolved;support;maska;https://rt.i.masterinter.net/Ticket/Display.html?id=811780;"2621";"85699";2026-06-03 06:50:29.000;0;1;0;0;0;0.0000
811632;PROBLEM Service Alert:  cloud-1294.masterinter.net/check_haproxy is CRITICAL;resolved;support;maska;https://rt.i.masterinter.net/Ticket/Display.html?id=811632;"4381";"56710";2026-06-03 06:52:36.000;0;1;0;0;0;0.0000
811797;(admin.masterdc.com CID#4849) Zmena hesla;resolved;support;maska;https://rt.i.masterinter.net/Ticket/Display.html?id=811797;"4849";;2026-06-03 06:53:37.000;0;0;1;0;0;0.0000
811797;(admin.masterdc.com CID#4849) Zmena hesla;resolved;support;maska;https://rt.i.masterinter.net/Ticket/Display.html?id=811797;"4849";;2026-06-03 06:57:13.000;0;1;0;0;0;0.2500
809745;(admin.masterdc.com CID#9425) Hodnoty limit˘ CPU a MEM do manifest˘ PROD pod˘ aplikaËnÌch server˘ a DB;open;support;belousov;https://rt.i.masterinter.net/Ticket/Display.html?id=809745;"9425";"116715";2026-06-03 06:57:43.000;0;1;0;0;0;0.0000
810451;Obj. ID: 10520 Z·kaznÌk: #4236 - »evelÌËek Marek (Liquid Design s.r.o.);resolved;objednavky;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=810451;"4236";;2026-06-03 06:59:30.000;0;1;0;0;0;0.5000
809663;Access to the MasterDC infrastructure for installing the StackBill portal;open;support;vaclav.rozsypalek;https://rt.i.masterinter.net/Ticket/Display.html?id=809663;"9665";;2026-06-03 07:03:36.000;0;1;0;0;0;0.0000
811800;Emailov˝ log - dva emaily za sebou;resolved;support;maska;https://rt.i.masterinter.net/Ticket/Display.html?id=811800;"4039";;2026-06-03 07:04:56.000;0;0;1;0;0;0.0000
811800;Emailov˝ log - dva emaily za sebou;resolved;support;maska;https://rt.i.masterinter.net/Ticket/Display.html?id=811800;"4039";;2026-06-03 07:04:57.000;0;1;0;0;0;0.0000
809963;Update managed Windows serveru - d8001+VMs;resolved;support;schon;https://rt.i.masterinter.net/Ticket/Display.html?id=809963;"9066";;2026-06-03 07:14:38.000;0;1;0;0;0;0.0833
809969;Update managed Windows serveru - d8104+VMs;resolved;support;schon;https://rt.i.masterinter.net/Ticket/Display.html?id=809969;"6052";;2026-06-03 07:16:21.000;0;1;0;0;0;0.0833
809968;Update managed Windows serveru - d8025+VM-TS@d8025;resolved;support;schon;https://rt.i.masterinter.net/Ticket/Display.html?id=809968;"8204";;2026-06-03 07:18:10.000;0;1;0;0;0;0.0833
811519;PROBLEM Service Alert: 1962@brq-dc2-v3/nrpe_disk is CRITICAL;new;support;ondrej;https://rt.i.masterinter.net/Ticket/Display.html?id=811519;"6775";;2026-06-03 07:18:35.000;1;0;0;0;0;0.2500
811327;(admin.masterdc.com CID#8446) Priprava high memory nodu;open;support;ondrej;https://rt.i.masterinter.net/Ticket/Display.html?id=811327;"8446";;2026-06-03 07:24:38.000;0;1;0;0;0;0.0000
226420;Switched Rack PDU: Internal power supply #1 fault.;resolved;noc;ondrej;https://rt.i.masterinter.net/Ticket/Display.html?id=226420;;;2026-06-03 07:30:21.000;0;0;1;0;0;0.0000
811543;(admin.masterdc.com CID#6434) Zav¯enÌ zbyteËn˝ch port˘ na cloud-159;resolved;support;uhlik;https://rt.i.masterinter.net/Ticket/Display.html?id=811543;"6434";"86923";2026-06-03 07:30:50.000;0;1;0;0;0;0.0000
811802;(admin.masterdc.com CID#4067) Automatick˝ deployment - projekt api_myplann;open;support;maska;https://rt.i.masterinter.net/Ticket/Display.html?id=811802;"4067";"81132";2026-06-03 07:33:51.000;0;0;1;0;0;0.0000
811802;(admin.masterdc.com CID#4067) Automatick˝ deployment - projekt api_myplann;open;support;maska;https://rt.i.masterinter.net/Ticket/Display.html?id=811802;"4067";"81132";2026-06-03 07:33:51.000;0;1;0;0;0;0.0000
811800;Emailov˝ log - dva emaily za sebou;resolved;support;jarmara;https://rt.i.masterinter.net/Ticket/Display.html?id=811800;"4039";;2026-06-03 07:41:39.000;0;1;0;0;0;0.5000
811729;[csirt-cz] [TLP:CLEAR] [Max CVSS 7.5] BIND 9 opravuje 6 zranitelnostÌ;resolved;csirt;belousov;https://rt.i.masterinter.net/Ticket/Display.html?id=811729;;;2026-06-03 07:42:55.000;1;0;0;0;0;0.0000
809745;(admin.masterdc.com CID#9425) Hodnoty limit˘ CPU a MEM do manifest˘ PROD pod˘ aplikaËnÌch server˘ a DB;open;support;belousov;https://rt.i.masterinter.net/Ticket/Display.html?id=809745;"9425";"116715";2026-06-03 07:48:17.000;0;0;1;0;0;0.5000
811803;PROBLEM Service Alert:  cloud-2156/https is CRITICAL;open;support;maska;https://rt.i.masterinter.net/Ticket/Display.html?id=811803;"6284";"57922";2026-06-03 07:49:48.000;0;0;1;0;0;0.0000
811573;PROBLEM Service Alert: d1031-vm306/check_nrpe_systemd is CRITICAL;resolved;support;jarmara;https://rt.i.masterinter.net/Ticket/Display.html?id=811573;"7247";;2026-06-03 07:49:50.000;0;0;1;0;0;0.0000
811435;ZruöenÌ sluûby, ukonËena k datu 31.05.2026 z·kaznÌk #2926 - Fiala Martin (eStudio.cz);open;cancel;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=811435;"2926";;2026-06-03 07:53:21.000;1;0;0;0;0;0.0833
809673;Update managed Windows d9732, d9708, d9750;open;windows;antonin.homola;https://rt.i.masterinter.net/Ticket/Display.html?id=809673;"7101";;2026-06-03 07:55:53.000;0;1;0;0;0;0.0833
811573;PROBLEM Service Alert: d1031-vm306/check_nrpe_systemd is CRITICAL;resolved;support;tomas.krupicka;https://rt.i.masterinter.net/Ticket/Display.html?id=811573;"7247";;2026-06-03 07:57:00.000;0;1;0;0;0;0.2500
811803;PROBLEM Service Alert:  cloud-2156/https is CRITICAL;open;support;maska;https://rt.i.masterinter.net/Ticket/Display.html?id=811803;"6284";"57922";2026-06-03 08:05:34.000;0;1;0;0;0;0.2500
811794;Whitelistovanie IP na emailovom serveri;resolved;support;maska;https://rt.i.masterinter.net/Ticket/Display.html?id=811794;"4039";"22767";2026-06-03 08:06:20.000;1;0;0;0;0;0.0000
810503;(admin.masterdc.com CID#5066) zebra.usetreno.cz z local sÌtÏ;resolved;support;belousov;https://rt.i.masterinter.net/Ticket/Display.html?id=810503;"5066";;2026-06-03 08:06:36.000;1;0;0;0;0;0.5000
811543;(admin.masterdc.com CID#6434) Zav¯enÌ zbyteËn˝ch port˘ na cloud-159;resolved;support;uhlik;https://rt.i.masterinter.net/Ticket/Display.html?id=811543;"6434";"86923";2026-06-03 08:12:20.000;0;1;0;0;0;0.0000
796815;Obj. ID: 10415 Z·kaznÌk: #9489 - Novotn˝ Radek (Mediawork Services s.r.o.);open;objednavky;uhlik;https://rt.i.masterinter.net/Ticket/Display.html?id=796815;"9489";;2026-06-03 08:14:06.000;0;1;0;0;0;0.0000
811543;(admin.masterdc.com CID#6434) Zav¯enÌ zbyteËn˝ch port˘ na cloud-159;resolved;support;uhlik;https://rt.i.masterinter.net/Ticket/Display.html?id=811543;"6434";"86923";2026-06-03 08:15:05.000;0;0;1;0;0;2.9167
811780;(admin.masterdc.com CID#2621) Instalace NFS;resolved;support;michal.nosek;https://rt.i.masterinter.net/Ticket/Display.html?id=811780;"2621";"85699";2026-06-03 08:21:25.000;0;1;0;0;0;0.0000
811780;(admin.masterdc.com CID#2621) Instalace NFS;resolved;support;michal.nosek;https://rt.i.masterinter.net/Ticket/Display.html?id=811780;"2621";"85699";2026-06-03 08:21:39.000;0;0;1;0;0;0.2500
811800;Emailov˝ log - dva emaily za sebou;resolved;support;jarmara;https://rt.i.masterinter.net/Ticket/Display.html?id=811800;"4039";;2026-06-03 08:29:45.000;0;1;0;0;0;0.0000
665314;Elasticsearch cluster na managed logy + migrace z centos 7 [tracking];open;linux;zidek;https://rt.i.masterinter.net/Ticket/Display.html?id=665314;;;2026-06-03 08:31:14.000;1;0;0;0;0;0.5000
805918;"99% quota threshold exceeded by D4546\bcp-9136-vm568";resolved;support;antonin.homola;https://rt.i.masterinter.net/Ticket/Display.html?id=805918;;;2026-06-03 08:37:22.000;1;0;0;0;0;0.0833
711926;OpenVPN aktivita;resolved;support;antonin.homola;https://rt.i.masterinter.net/Ticket/Display.html?id=711926;"6128";;2026-06-03 08:40:13.000;1;0;0;0;0;0.0500
811522;nastavenÌ pr·v k ssl;resolved;managed;uhlik;https://rt.i.masterinter.net/Ticket/Display.html?id=811522;;;2026-06-03 08:44:56.000;0;1;0;0;0;0.0000
810346;(admin.masterdc.com CID#6083) Citus - connection pooling;open;support;chudy;https://rt.i.masterinter.net/Ticket/Display.html?id=810346;"6083";;2026-06-03 08:51:42.000;0;1;0;0;0;0.0000
808805;(admin.masterdc.com CID#6644) urgent - nefunguje nam vps;resolved;support;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=808805;"6644";;2026-06-03 08:51:57.000;0;0;1;0;0;0.2500
809621;Dotaz: priv·tnÌ sÌù VPN a omezenÌ port˘ pro VDS servery;resolved;support;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=809621;;;2026-06-03 08:55:35.000;1;0;0;0;0;0.1667
809937;p¯etÌûen˝ cloud-3152;resolved;support;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=809937;"4039";;2026-06-03 08:57:35.000;0;0;1;0;0;0.5000
811522;nastavenÌ pr·v k ssl;resolved;managed;uhlik;https://rt.i.masterinter.net/Ticket/Display.html?id=811522;;;2026-06-03 09:04:17.000;0;0;1;0;0;0.5000
809758;Certificate will expire in 7 days - b411cb9a-5f53-407d-8995-85eae78ced05;resolved;support;jarmara;https://rt.i.masterinter.net/Ticket/Display.html?id=809758;;;2026-06-03 09:05:10.000;0;0;1;0;0;0.0167
758085;Obj. ID: 10077 Z·kaznÌk: #4149 - Svoboda Jan (Infinity Energy, s.r.o.);open;objednavky;jiri.sakac;https://rt.i.masterinter.net/Ticket/Display.html?id=758085;"4149";;2026-06-03 09:19:41.000;0;1;0;0;0;0.0000
811814;(admin.masterdc.com CID#9199) MySQL logov·nÌ;open;support;maska;https://rt.i.masterinter.net/Ticket/Display.html?id=811814;"9199";;2026-06-03 09:33:36.000;0;1;0;0;0;0.0833
807254;"110% quota threshold exceeded by D4546\bcp-6480-d9756-VMFS";resolved;support;schon;https://rt.i.masterinter.net/Ticket/Display.html?id=807254;"6480";"116203";2026-06-03 09:42:09.000;1;0;0;0;0;0.2500
810639;Statut·rnÌ mÏsto Brno: Ve¯ejn· zak·zka: Platforma pro spr·vu AI agent˘ a automatizovan˝ch workflow;open;poptavky;jiri.sakac;https://rt.i.masterinter.net/Ticket/Display.html?id=810639;;;2026-06-03 09:42:12.000;0;1;0;0;0;0.0000
806098;RetroTV transcoder na serveru 192.168.99.102 ó root ˙kony pro uûivatele rak;open;support;uhlik;https://rt.i.masterinter.net/Ticket/Display.html?id=806098;"9489";;2026-06-03 09:42:26.000;0;1;0;0;0;0.0000
809958;Update internÌch systÈm˘ 5/2026 @zidek;new;support;zidek;https://rt.i.masterinter.net/Ticket/Display.html?id=809958;;;2026-06-03 09:48:00.000;1;0;0;0;0;2.5000
809669;Update managed Windows servers - d8026 + win VMs;resolved;windows;antonin.homola;https://rt.i.masterinter.net/Ticket/Display.html?id=809669;"4736";;2026-06-03 09:54:36.000;0;1;0;0;0;0.0833
794951;Update infra;open;support;chudy;https://rt.i.masterinter.net/Ticket/Display.html?id=794951;"6083";;2026-06-03 09:57:01.000;0;1;0;0;0;0.0000
810140;(admin.masterdc.com CID#4209) ext. zalohy na serveru Ë·steËnÏ nefunkËnÌ;open;support;uhlik;https://rt.i.masterinter.net/Ticket/Display.html?id=810140;"4209";"91183";2026-06-03 09:59:05.000;0;1;0;0;0;0.0000
811780;(admin.masterdc.com CID#2621) Instalace NFS;resolved;support;michal.nosek;https://rt.i.masterinter.net/Ticket/Display.html?id=811780;"2621";"85699";2026-06-03 10:05:44.000;0;1;0;0;0;0.5000
810140;(admin.masterdc.com CID#4209) ext. zalohy na serveru Ë·steËnÏ nefunkËnÌ;open;support;uhlik;https://rt.i.masterinter.net/Ticket/Display.html?id=810140;"4209";"91183";2026-06-03 10:12:49.000;0;1;0;0;0;0.0000
811819;zmÏna nastavenÌ vhosta pro domÈnu https://www.masterhomesecurity.com;resolved;managed;jarmara;https://rt.i.masterinter.net/Ticket/Display.html?id=811819;;;2026-06-03 10:19:45.000;0;0;1;0;0;0.0000
811820;[csirt-cz] [TLP:CLEAR] [Max CVSS 8.2] SolarWinds Web Help Desk opravuje 1 zranitelnost;resolved;csirt;belousov;https://rt.i.masterinter.net/Ticket/Display.html?id=811820;;;2026-06-03 10:41:09.000;1;0;0;0;0;0.0000
811814;(admin.masterdc.com CID#9199) MySQL logov·nÌ;open;support;maska;https://rt.i.masterinter.net/Ticket/Display.html?id=811814;"9199";;2026-06-03 10:44:00.000;0;0;1;0;0;0.0000
811821;mail.estudio.cz: Maximum number of connections;resolved;support;jarmara;https://rt.i.masterinter.net/Ticket/Display.html?id=811821;"2926";;2026-06-03 10:49:13.000;0;0;1;0;0;0.0000
811821;mail.estudio.cz: Maximum number of connections;resolved;support;jarmara;https://rt.i.masterinter.net/Ticket/Display.html?id=811821;"2926";;2026-06-03 10:49:13.000;0;1;0;0;0;0.0000
811821;mail.estudio.cz: Maximum number of connections;resolved;support;jarmara;https://rt.i.masterinter.net/Ticket/Display.html?id=811821;"2926";;2026-06-03 10:52:43.000;0;1;0;0;0;0.2500
809768;PROBLEM Service Alert: d1196/nrpe_disk is CRITICAL;open;support;tomas.krupicka;https://rt.i.masterinter.net/Ticket/Display.html?id=809768;"4067";"81132";2026-06-03 10:56:39.000;0;1;0;0;0;0.2500
810249;(CID 7101) Pravideln˝ update operaËnÌho systÈmu managed serveru dne 10.06.2026;resolved;rozesilky;uhlik;https://rt.i.masterinter.net/Ticket/Display.html?id=810249;"7101";;2026-06-03 11:00:59.000;1;0;0;0;0;0.0000
811819;zmÏna nastavenÌ vhosta pro domÈnu https://www.masterhomesecurity.com;resolved;managed;jarmara;https://rt.i.masterinter.net/Ticket/Display.html?id=811819;;;2026-06-03 11:07:07.000;0;1;0;0;0;0.2500
810249;(CID 7101) Pravideln˝ update operaËnÌho systÈmu managed serveru dne 10.06.2026;resolved;rozesilky;uhlik;https://rt.i.masterinter.net/Ticket/Display.html?id=810249;"7101";;2026-06-03 11:07:49.000;0;0;1;0;0;0.5000
811417;d9725 - zvyseny load;resolved;support;maska;https://rt.i.masterinter.net/Ticket/Display.html?id=811417;"6593";"90636";2026-06-03 11:11:25.000;0;1;0;0;0;0.2500
810451;Obj. ID: 10520 Z·kaznÌk: #4236 - »evelÌËek Marek (Liquid Design s.r.o.);resolved;objednavky;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=810451;"4236";;2026-06-03 11:13:24.000;0;1;0;0;0;0.5000
811085;Postgresql pro acc1 - acc5 a produkce;open;support;machovec;https://rt.i.masterinter.net/Ticket/Display.html?id=811085;;;2026-06-03 11:20:52.000;0;1;0;0;0;2.0000
811085;Postgresql pro acc1 - acc5 a produkce;open;support;ondrej;https://rt.i.masterinter.net/Ticket/Display.html?id=811085;;;2026-06-03 11:23:47.000;1;0;0;0;0;1.0000
806210;SeaweedFS;open;EPIC;ondrej;https://rt.i.masterinter.net/Ticket/Display.html?id=806210;"5066";;2026-06-03 11:24:02.000;1;0;0;0;0;1.0000
804163;PROBLEM Service Alert:  d95/nrpe_mailq is CRITICAL ;resolved;support;tomas.krupicka;https://rt.i.masterinter.net/Ticket/Display.html?id=804163;"7247";"72162";2026-06-03 11:27:53.000;0;1;0;0;0;0.5000
811417;d9725 - zvyseny load;resolved;support;maska;https://rt.i.masterinter.net/Ticket/Display.html?id=811417;"6593";"90636";2026-06-03 11:29:53.000;0;1;0;0;0;0.2500
811476;"3844 DAIN - Proxmox";open;poptavky;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=811476;;;2026-06-03 11:34:22.000;1;0;0;0;0;0.0000
811819;zmÏna nastavenÌ vhosta pro domÈnu https://www.masterhomesecurity.com;resolved;managed;jarmara;https://rt.i.masterinter.net/Ticket/Display.html?id=811819;;;2026-06-03 11:38:10.000;0;1;0;0;0;0.0000
810115;(admin.masterdc.com CID#5066) microsoft patch tuesday may;resolved;support;antonin.homola;https://rt.i.masterinter.net/Ticket/Display.html?id=810115;"5066";;2026-06-03 11:51:47.000;0;1;0;0;0;0.0333
787793;Obj. ID: 10311 Z·kaznÌk: #6480 - Koutn˝ Ji¯Ì (TAMURA-EUROPE LIMITED, organizaËnÌ sloûka);resolved;objednavky;antonin.homola;https://rt.i.masterinter.net/Ticket/Display.html?id=787793;"6480";;2026-06-03 11:54:06.000;0;1;0;0;0;0.0833
802165;Obj. ID: 10460 Z·kaznÌk: #7101 - »ech Tom·ö  (4Leaders, s.r.o.);resolved;objednavky;antonin.homola;https://rt.i.masterinter.net/Ticket/Display.html?id=802165;"7101";;2026-06-03 11:56:07.000;0;1;0;0;0;0.0833
811417;d9725 - zvyseny load;resolved;support;maska;https://rt.i.masterinter.net/Ticket/Display.html?id=811417;"6593";"90636";2026-06-03 11:58:48.000;0;1;0;0;0;0.0000
809671;Update managed Windows serveru - d4157, d631+VMs;resolved;windows;antonin.homola;https://rt.i.masterinter.net/Ticket/Display.html?id=809671;"4759";;2026-06-03 12:00:10.000;0;1;0;0;0;0.0500
